complaint_id,complaint,complaints_type,label
556,I wish to complain about a Technology advertisement that placement in children's content. This was seen recently and requires investigation.,placement,3
557,I wish to complain about a Healthcare advertisement that excessive frequency in residential areas. This was seen recently and requires investigation.,placement,3
558,I wish to complain about a Healthcare advertisement that trivializing serious issues. This was seen recently and requires investigation.,social responsibility,2
559,I wish to complain about a Sports & Fitness advertisement that encouragement of gambling behavior. This was seen recently and requires investigation.,social responsibility,2
560,I wish to complain about a Food & Beverage advertisement that exaggerated performance claims. This was seen recently and requires investigation.,misleading,1
561,I wish to complain about a Home & Garden advertisement that unrealistic expectations for children. This was seen recently and requires investigation.,children issues,4
562,I wish to complain about a Travel advertisement that targeting vulnerable audiences. This was seen recently and requires investigation.,placement,3
563,I wish to complain about a Travel advertisement that general advertising standards. This was seen recently and requires investigation.,other,0
564,I wish to complain about a Healthcare advertisement that inappropriate sexual content. This was seen recently and requires investigation.,taste and decency,5
565,I wish to complain about a Entertainment advertisement that intrusive public space advertising. This was seen recently and requires investigation.,placement,3
566,I wish to complain about a Healthcare advertisement that false environmental claims. This was seen recently and requires investigation.,misleading,1
567,I wish to complain about a Retail advertisement that normalization of dangerous behavior. This was seen recently and requires investigation.,social responsibility,2
568,I wish to complain about a Social Media advertisement that misleading comparison with competitors. This was seen recently and requires investigation.,misleading,1
569,I wish to complain about a Sports & Fitness advertisement that offensive cultural references. This was seen recently and requires investigation.,taste and decency,5
570,I wish to complain about a Education advertisement that intrusive public space advertising. This was seen recently and requires investigation.,placement,3
571,I wish to complain about a Food & Beverage advertisement that exploitation of children's inexperience. This was seen recently and requires investigation.,children issues,4
572,I wish to complain about a Telecommunications advertisement that pressure on parents through children. This was seen recently and requires investigation.,children issues,4
573,I wish to complain about a Healthcare advertisement that direct exhortation to children. This was seen recently and requires investigation.,children issues,4
574,I wish to complain about a Automotive advertisement that exploitation of vulnerable groups. This was seen recently and requires investigation.,social responsibility,2
575,I wish to complain about a Insurance advertisement that false environmental claims. This was seen recently and requires investigation.,misleading,1
576,I wish to complain about a Telecommunications advertisement that promotion of unhealthy lifestyle choices. This was seen recently and requires investigation.,social responsibility,2
577,I wish to complain about a Retail advertisement that offensive cultural references. This was seen recently and requires investigation.,taste and decency,5
578,I wish to complain about a Food & Beverage advertisement that targeting vulnerable audiences. This was seen recently and requires investigation.,placement,3
579,I wish to complain about a Home & Garden advertisement that discriminatory content. This was seen recently and requires investigation.,taste and decency,5
580,I wish to complain about a Home & Garden advertisement that inappropriate product promotion to children. This was seen recently and requires investigation.,children issues,4
581,I wish to complain about a Fashion advertisement that offensive cultural references. This was seen recently and requires investigation.,taste and decency,5
582,I wish to complain about a FMCG advertisement that hidden terms and conditions. This was seen recently and requires investigation.,misleading,1
583,I wish to complain about a FMCG advertisement that normalization of dangerous behavior. This was seen recently and requires investigation.,social responsibility,2
584,I wish to complain about a Food & Beverage advertisement that false environmental claims. This was seen recently and requires investigation.,misleading,1
585,I wish to complain about a Travel advertisement that placement in children's content. This was seen recently and requires investigation.,placement,3
586,I wish to complain about a Food & Beverage advertisement that encouragement of excessive consumption. This was seen recently and requires investigation.,social responsibility,2
587,I wish to complain about a Home & Garden advertisement that targeting vulnerable audiences. This was seen recently and requires investigation.,placement,3
588,I wish to complain about a Healthcare advertisement that offensive cultural references. This was seen recently and requires investigation.,taste and decency,5
589,I wish to complain about a Entertainment advertisement that false environmental claims. This was seen recently and requires investigation.,misleading,1
590,I wish to complain about a Food & Beverage advertisement that exaggerated performance claims. This was seen recently and requires investigation.,misleading,1
591,I wish to complain about a Insurance advertisement that inappropriate sexual content. This was seen recently and requires investigation.,taste and decency,5
592,I wish to complain about a Education advertisement that privacy concerns. This was seen recently and requires investigation.,other,0
593,I wish to complain about a Sports & Fitness advertisement that inappropriate timing during sensitive content. This was seen recently and requires investigation.,placement,3
594,I wish to complain about a Entertainment advertisement that inappropriate positioning near schools. This was seen recently and requires investigation.,placement,3
595,I wish to complain about a Travel advertisement that inappropriate targeting of minors. This was seen recently and requires investigation.,children issues,4
596,I wish to complain about a Food & Beverage advertisement that encouragement of gambling behavior. This was seen recently and requires investigation.,social responsibility,2
597,I wish to complain about a Technology advertisement that inappropriate product promotion to children. This was seen recently and requires investigation.,children issues,4
598,I wish to complain about a E-commerce advertisement that offensive cultural references. This was seen recently and requires investigation.,taste and decency,5
599,I wish to complain about a E-commerce advertisement that trivializing serious issues. This was seen recently and requires investigation.,social responsibility,2
600,I wish to complain about a FMCG advertisement that encouragement of gambling behavior. This was seen recently and requires investigation.,social responsibility,2
601,I wish to complain about a Social Media advertisement that encouragement of excessive consumption. This was seen recently and requires investigation.,social responsibility,2
602,I wish to complain about a Cosmetics advertisement that unsubstantiated health claims. This was seen recently and requires investigation.,misleading,1
603,I wish to complain about a Retail advertisement that exaggerated performance claims. This was seen recently and requires investigation.,misleading,1
604,I wish to complain about a Cosmetics advertisement that harmful gender stereotypes. This was seen recently and requires investigation.,taste and decency,5
605,I wish to complain about a FMCG advertisement that unsubstantiated health claims. This was seen recently and requires investigation.,misleading,1
606,I wish to complain about a Insurance advertisement that encouragement of excessive consumption. This was seen recently and requires investigation.,social responsibility,2
607,I wish to complain about a Financial Services advertisement that encouragement of gambling behavior. This was seen recently and requires investigation.,social responsibility,2
608,I wish to complain about a Sports & Fitness advertisement that unrealistic expectations for children. This was seen recently and requires investigation.,children issues,4
609,I wish to complain about a Food & Beverage advertisement that distressing imagery. This was seen recently and requires investigation.,taste and decency,5
610,I wish to complain about a Retail advertisement that targeting vulnerable audiences. This was seen recently and requires investigation.,placement,3
611,I wish to complain about a Home & Garden advertisement that technical implementation issues. This was seen recently and requires investigation.,other,0
612,I wish to complain about a Healthcare advertisement that hidden terms and conditions. This was seen recently and requires investigation.,misleading,1
613,I wish to complain about a E-commerce advertisement that placement in children's content. This was seen recently and requires investigation.,placement,3
614,I wish to complain about a Financial Services advertisement that excessive frequency in residential areas. This was seen recently and requires investigation.,placement,3
615,I wish to complain about a Financial Services advertisement that promotion of unhealthy lifestyle choices. This was seen recently and requires investigation.,social responsibility,2
616,I wish to complain about a Education advertisement that promotion of unhealthy lifestyle choices. This was seen recently and requires investigation.,social responsibility,2
617,I wish to complain about a Retail advertisement that sound level issues. This was seen recently and requires investigation.,other,0
618,I wish to complain about a FMCG advertisement that hidden terms and conditions. This was seen recently and requires investigation.,misleading,1
619,I wish to complain about a Healthcare advertisement that intrusive public space advertising. This was seen recently and requires investigation.,placement,3
620,I wish to complain about a Social Media advertisement that misleading pricing or savings claims. This was seen recently and requires investigation.,misleading,1
621,I wish to complain about a Retail advertisement that inappropriate product promotion to children. This was seen recently and requires investigation.,children issues,4
622,I wish to complain about a Insurance advertisement that discriminatory content. This was seen recently and requires investigation.,taste and decency,5
623,I wish to complain about a Healthcare advertisement that inappropriate use of serious issues. This was seen recently and requires investigation.,taste and decency,5
624,I wish to complain about a Retail advertisement that unsubstantiated health claims. This was seen recently and requires investigation.,misleading,1
625,I wish to complain about a Entertainment advertisement that pressure on parents through children. This was seen recently and requires investigation.,children issues,4
626,I wish to complain about a FMCG advertisement that misleading qualification or certification claims. This was seen recently and requires investigation.,misleading,1
627,I wish to complain about a Automotive advertisement that misleading comparison with competitors. This was seen recently and requires investigation.,misleading,1
628,I wish to complain about a Healthcare advertisement that offensive cultural references. This was seen recently and requires investigation.,taste and decency,5
629,I wish to complain about a Retail advertisement that misleading pricing or savings claims. This was seen recently and requires investigation.,misleading,1
630,I wish to complain about a Healthcare advertisement that direct exhortation to children. This was seen recently and requires investigation.,children issues,4
631,I wish to complain about a Travel advertisement that exploitation of vulnerable groups. This was seen recently and requires investigation.,social responsibility,2
632,I wish to complain about a Automotive advertisement that exploitation of vulnerable groups. This was seen recently and requires investigation.,social responsibility,2
633,I wish to complain about a Insurance advertisement that inappropriate product promotion to children. This was seen recently and requires investigation.,children issues,4
634,I wish to complain about a FMCG advertisement that direct exhortation to children. This was seen recently and requires investigation.,children issues,4
635,I wish to complain about a Travel advertisement that privacy concerns. This was seen recently and requires investigation.,other,0
636,I wish to complain about a Cosmetics advertisement that sound level issues. This was seen recently and requires investigation.,other,0
637,I wish to complain about a Telecommunications advertisement that targeting vulnerable audiences. This was seen recently and requires investigation.,placement,3
638,I wish to complain about a Fashion advertisement that exploitation of children's inexperience. This was seen recently and requires investigation.,children issues,4
639,I wish to complain about a Retail advertisement that inappropriate positioning near schools. This was seen recently and requires investigation.,placement,3
640,I wish to complain about a Travel advertisement that privacy concerns. This was seen recently and requires investigation.,other,0
641,I wish to complain about a Retail advertisement that technical implementation issues. This was seen recently and requires investigation.,other,0
642,I wish to complain about a Retail advertisement that offensive cultural references. This was seen recently and requires investigation.,taste and decency,5
643,I wish to complain about a Social Media advertisement that inappropriate use of serious issues. This was seen recently and requires investigation.,taste and decency,5
644,I wish to complain about a Automotive advertisement that unverified testimonials. This was seen recently and requires investigation.,misleading,1
645,I wish to complain about a Real Estate advertisement that general advertising standards. This was seen recently and requires investigation.,other,0
646,I wish to complain about a FMCG advertisement that intrusive public space advertising. This was seen recently and requires investigation.,placement,3
647,I wish to complain about a Cosmetics advertisement that excessive frequency in residential areas. This was seen recently and requires investigation.,placement,3
648,I wish to complain about a Education advertisement that misleading qualification or certification claims. This was seen recently and requires investigation.,misleading,1
649,I wish to complain about a Telecommunications advertisement that promotion of harmful stereotypes. This was seen recently and requires investigation.,social responsibility,2
650,I wish to complain about a Cosmetics advertisement that offensive cultural references. This was seen recently and requires investigation.,taste and decency,5
651,I wish to complain about a Financial Services advertisement that targeting vulnerable audiences. This was seen recently and requires investigation.,placement,3
652,I wish to complain about a Technology advertisement that unverified testimonials. This was seen recently and requires investigation.,misleading,1
653,I wish to complain about a Fashion advertisement that privacy concerns. This was seen recently and requires investigation.,other,0
654,I wish to complain about a Insurance advertisement that inappropriate positioning near schools. This was seen recently and requires investigation.,placement,3
655,I wish to complain about a Financial Services advertisement that technical implementation issues. This was seen recently and requires investigation.,other,0
656,I wish to complain about a Travel advertisement that normalization of dangerous behavior. This was seen recently and requires investigation.,social responsibility,2
657,I wish to complain about a Entertainment advertisement that harmful gender stereotypes. This was seen recently and requires investigation.,taste and decency,5
658,I wish to complain about a Sports & Fitness advertisement that trivializing serious issues. This was seen recently and requires investigation.,social responsibility,2
659,I wish to complain about a Automotive advertisement that placement in children's content. This was seen recently and requires investigation.,placement,3
660,I wish to complain about a Fashion advertisement that technical implementation issues. This was seen recently and requires investigation.,other,0
661,I wish to complain about a Sports & Fitness advertisement that hidden terms and conditions. This was seen recently and requires investigation.,misleading,1
662,I wish to complain about a Cosmetics advertisement that exaggerated performance claims. This was seen recently and requires investigation.,misleading,1
663,I wish to complain about a E-commerce advertisement that pressure on parents through children. This was seen recently and requires investigation.,children issues,4
664,I wish to complain about a Travel advertisement that harmful gender stereotypes. This was seen recently and requires investigation.,taste and decency,5
665,I wish to complain about a Telecommunications advertisement that inappropriate positioning near schools. This was seen recently and requires investigation.,placement,3
666,I wish to complain about a Cosmetics advertisement that direct exhortation to children. This was seen recently and requires investigation.,children issues,4
667,I wish to complain about a Home & Garden advertisement that privacy concerns. This was seen recently and requires investigation.,other,0
668,I wish to complain about a E-commerce advertisement that general advertising standards. This was seen recently and requires investigation.,other,0
669,I wish to complain about a Sports & Fitness advertisement that environmental irresponsibility. This was seen recently and requires investigation.,social responsibility,2
670,I wish to complain about a Sports & Fitness advertisement that unsubstantiated health claims. This was seen recently and requires investigation.,misleading,1
671,I wish to complain about a E-commerce advertisement that general advertising standards. This was seen recently and requires investigation.,other,0
672,I wish to complain about a Insurance advertisement that harmful gender stereotypes. This was seen recently and requires investigation.,taste and decency,5
673,I wish to complain about a Financial Services advertisement that inappropriate timing during sensitive content. This was seen recently and requires investigation.,placement,3
674,I wish to complain about a Electronics advertisement that intrusive public space advertising. This was seen recently and requires investigation.,placement,3
675,I wish to complain about a Food & Beverage advertisement that discriminatory content. This was seen recently and requires investigation.,taste and decency,5
676,I wish to complain about a FMCG advertisement that inappropriate timing during sensitive content. This was seen recently and requires investigation.,placement,3
677,I wish to complain about a Social Media advertisement that pressure on parents through children. This was seen recently and requires investigation.,children issues,4
678,I wish to complain about a Financial Services advertisement that targeting vulnerable audiences. This was seen recently and requires investigation.,placement,3
679,I wish to complain about a Technology advertisement that inappropriate product promotion to children. This was seen recently and requires investigation.,children issues,4
680,I wish to complain about a Education advertisement that promotion of harmful stereotypes. This was seen recently and requires investigation.,social responsibility,2
681,I wish to complain about a Retail advertisement that targeting vulnerable audiences. This was seen recently and requires investigation.,placement,3
682,I wish to complain about a Cosmetics advertisement that inappropriate product promotion to children. This was seen recently and requires investigation.,children issues,4
683,I wish to complain about a Entertainment advertisement that promotion of harmful stereotypes. This was seen recently and requires investigation.,social responsibility,2
684,I wish to complain about a Entertainment advertisement that sound level issues. This was seen recently and requires investigation.,other,0
685,I wish to complain about a Education advertisement that direct exhortation to children. This was seen recently and requires investigation.,children issues,4
686,I wish to complain about a Electronics advertisement that discriminatory content. This was seen recently and requires investigation.,taste and decency,5
687,I wish to complain about a Entertainment advertisement that placement in children's content. This was seen recently and requires investigation.,placement,3
688,I wish to complain about a Financial Services advertisement that normalization of dangerous behavior. This was seen recently and requires investigation.,social responsibility,2
689,I wish to complain about a Entertainment advertisement that inappropriate timing during sensitive content. This was seen recently and requires investigation.,placement,3
690,I wish to complain about a Insurance advertisement that pressure on parents through children. This was seen recently and requires investigation.,children issues,4
691,I wish to complain about a Education advertisement that inappropriate product promotion to children. This was seen recently and requires investigation.,children issues,4
692,I wish to complain about a Electronics advertisement that intrusive public space advertising. This was seen recently and requires investigation.,placement,3
693,I wish to complain about a Technology advertisement that discriminatory content. This was seen recently and requires investigation.,taste and decency,5
694,I wish to complain about a Cosmetics advertisement that distressing imagery. This was seen recently and requires investigation.,taste and decency,5
695,I wish to complain about a Entertainment advertisement that encouragement of gambling behavior. This was seen recently and requires investigation.,social responsibility,2
696,I wish to complain about a FMCG advertisement that pressure on parents through children. This was seen recently and requires investigation.,children issues,4
697,I wish to complain about a Education advertisement that promotion of harmful stereotypes. This was seen recently and requires investigation.,social responsibility,2
698,I wish to complain about a E-commerce advertisement that misleading qualification or certification claims. This was seen recently and requires investigation.,misleading,1
699,I wish to complain about a Social Media advertisement that environmental irresponsibility. This was seen recently and requires investigation.,social responsibility,2
700,I wish to complain about a Real Estate advertisement that normalization of dangerous behavior. This was seen recently and requires investigation.,social responsibility,2
701,I wish to complain about a FMCG advertisement that discriminatory content. This was seen recently and requires investigation.,taste and decency,5
702,I wish to complain about a Travel advertisement that pressure on parents through children. This was seen recently and requires investigation.,children issues,4
703,I wish to complain about a Food & Beverage advertisement that exploitation of children's inexperience. This was seen recently and requires investigation.,children issues,4
704,I wish to complain about a Real Estate advertisement that pressure on parents through children. This was seen recently and requires investigation.,children issues,4
705,I wish to complain about a Telecommunications advertisement that hidden terms and conditions. This was seen recently and requires investigation.,misleading,1
706,I wish to complain about a Entertainment advertisement that exploitation of children's inexperience. This was seen recently and requires investigation.,children issues,4
707,I wish to complain about a Social Media advertisement that inappropriate sexual content. This was seen recently and requires investigation.,taste and decency,5
708,I wish to complain about a Insurance advertisement that inappropriate targeting of minors. This was seen recently and requires investigation.,children issues,4
709,I wish to complain about a Home & Garden advertisement that targeting vulnerable audiences. This was seen recently and requires investigation.,placement,3
710,I wish to complain about a Automotive advertisement that harmful gender stereotypes. This was seen recently and requires investigation.,taste and decency,5
711,I wish to complain about a Sports & Fitness advertisement that sound level issues. This was seen recently and requires investigation.,other,0
712,I wish to complain about a Cosmetics advertisement that exploitation of children's inexperience. This was seen recently and requires investigation.,children issues,4
713,I wish to complain about a Real Estate advertisement that offensive cultural references. This was seen recently and requires investigation.,taste and decency,5
714,I wish to complain about a Travel advertisement that pressure on parents through children. This was seen recently and requires investigation.,children issues,4
715,I wish to complain about a Retail advertisement that trivializing serious issues. This was seen recently and requires investigation.,social responsibility,2
716,I wish to complain about a Home & Garden advertisement that hidden terms and conditions. This was seen recently and requires investigation.,misleading,1
717,I wish to complain about a Automotive advertisement that accessibility concerns. This was seen recently and requires investigation.,other,0
718,I wish to complain about a Financial Services advertisement that copyright infringement. This was seen recently and requires investigation.,other,0
719,I wish to complain about a Technology advertisement that false scarcity tactics. This was seen recently and requires investigation.,misleading,1
720,I wish to complain about a Cosmetics advertisement that normalization of dangerous behavior. This was seen recently and requires investigation.,social responsibility,2
721,I wish to complain about a Fashion advertisement that inappropriate targeting of minors. This was seen recently and requires investigation.,children issues,4
722,I wish to complain about a Technology advertisement that discriminatory content. This was seen recently and requires investigation.,taste and decency,5
723,I wish to complain about a Entertainment advertisement that misleading comparison with competitors. This was seen recently and requires investigation.,misleading,1
724,I wish to complain about a Financial Services advertisement that inappropriate use of serious issues. This was seen recently and requires investigation.,taste and decency,5
725,I wish to complain about a Telecommunications advertisement that trivializing serious issues. This was seen recently and requires investigation.,social responsibility,2
726,I wish to complain about a Financial Services advertisement that inappropriate use of serious issues. This was seen recently and requires investigation.,taste and decency,5
727,I wish to complain about a E-commerce advertisement that unrealistic expectations for children. This was seen recently and requires investigation.,children issues,4
728,I wish to complain about a Insurance advertisement that hidden terms and conditions. This was seen recently and requires investigation.,misleading,1
729,I wish to complain about a Telecommunications advertisement that targeting vulnerable audiences. This was seen recently and requires investigation.,placement,3
730,I wish to complain about a Sports & Fitness advertisement that unsubstantiated health claims. This was seen recently and requires investigation.,misleading,1
731,I wish to complain about a FMCG advertisement that inappropriate positioning near schools. This was seen recently and requires investigation.,placement,3
732,I wish to complain about a Home & Garden advertisement that distressing imagery. This was seen recently and requires investigation.,taste and decency,5
733,I wish to complain about a Entertainment advertisement that misleading qualification or certification claims. This was seen recently and requires investigation.,misleading,1
734,I wish to complain about a Food & Beverage advertisement that intrusive public space advertising. This was seen recently and requires investigation.,placement,3
735,I wish to complain about a Real Estate advertisement that hidden terms and conditions. This was seen recently and requires investigation.,misleading,1
736,I wish to complain about a Fashion advertisement that promotion of unhealthy lifestyle choices. This was seen recently and requires investigation.,social responsibility,2
737,I wish to complain about a Insurance advertisement that pressure on parents through children. This was seen recently and requires investigation.,children issues,4
738,I wish to complain about a E-commerce advertisement that hidden terms and conditions. This was seen recently and requires investigation.,misleading,1
739,I wish to complain about a FMCG advertisement that false scarcity tactics. This was seen recently and requires investigation.,misleading,1
740,I wish to complain about a FMCG advertisement that harmful gender stereotypes. This was seen recently and requires investigation.,taste and decency,5
741,I wish to complain about a Retail advertisement that unsubstantiated health claims. This was seen recently and requires investigation.,misleading,1
742,I wish to complain about a Real Estate advertisement that trivializing serious issues. This was seen recently and requires investigation.,social responsibility,2
743,I wish to complain about a Electronics advertisement that general advertising standards. This was seen recently and requires investigation.,other,0
744,I wish to complain about a FMCG advertisement that misleading comparison with competitors. This was seen recently and requires investigation.,misleading,1
745,I wish to complain about a Cosmetics advertisement that normalization of dangerous behavior. This was seen recently and requires investigation.,social responsibility,2
746,I wish to complain about a Entertainment advertisement that exaggerated performance claims. This was seen recently and requires investigation.,misleading,1
747,I wish to complain about a E-commerce advertisement that copyright infringement. This was seen recently and requires investigation.,other,0
748,I wish to complain about a Food & Beverage advertisement that inappropriate positioning near schools. This was seen recently and requires investigation.,placement,3
749,I wish to complain about a Insurance advertisement that false scarcity tactics. This was seen recently and requires investigation.,misleading,1
750,I wish to complain about a Entertainment advertisement that inappropriate positioning near schools. This was seen recently and requires investigation.,placement,3
751,I wish to complain about a Travel advertisement that sound level issues. This was seen recently and requires investigation.,other,0
752,I wish to complain about a Real Estate advertisement that promotion of harmful stereotypes. This was seen recently and requires investigation.,social responsibility,2
753,I wish to complain about a Entertainment advertisement that pressure on parents through children. This was seen recently and requires investigation.,children issues,4
754,I wish to complain about a Education advertisement that unrealistic expectations for children. This was seen recently and requires investigation.,children issues,4
755,I wish to complain about a Financial Services advertisement that exaggerated performance claims. This was seen recently and requires investigation.,misleading,1
756,I wish to complain about a Real Estate advertisement that inappropriate product promotion to children. This was seen recently and requires investigation.,children issues,4
757,I wish to complain about a Social Media advertisement that technical implementation issues. This was seen recently and requires investigation.,other,0
758,I wish to complain about a Telecommunications advertisement that inappropriate positioning near schools. This was seen recently and requires investigation.,placement,3
759,I wish to complain about a Social Media advertisement that distressing imagery. This was seen recently and requires investigation.,taste and decency,5
760,I wish to complain about a Food & Beverage advertisement that trivializing serious issues. This was seen recently and requires investigation.,social responsibility,2
761,I wish to complain about a Fashion advertisement that exploitation of vulnerable groups. This was seen recently and requires investigation.,social responsibility,2
762,I wish to complain about a Healthcare advertisement that inappropriate use of serious issues. This was seen recently and requires investigation.,taste and decency,5
763,I wish to complain about a Home & Garden advertisement that promotion of unhealthy lifestyle choices. This was seen recently and requires investigation.,social responsibility,2
764,I wish to complain about a Travel advertisement that offensive cultural references. This was seen recently and requires investigation.,taste and decency,5
765,I wish to complain about a Insurance advertisement that excessive frequency in residential areas. This was seen recently and requires investigation.,placement,3
766,I wish to complain about a Telecommunications advertisement that direct exhortation to children. This was seen recently and requires investigation.,children issues,4
767,I wish to complain about a Entertainment advertisement that excessive frequency in residential areas. This was seen recently and requires investigation.,placement,3
768,I wish to complain about a Electronics advertisement that inappropriate positioning near schools. This was seen recently and requires investigation.,placement,3
769,I wish to complain about a Fashion advertisement that unverified testimonials. This was seen recently and requires investigation.,misleading,1
770,I wish to complain about a Home & Garden advertisement that general advertising standards. This was seen recently and requires investigation.,other,0
771,I wish to complain about a Social Media advertisement that direct exhortation to children. This was seen recently and requires investigation.,children issues,4
772,I wish to complain about a Entertainment advertisement that offensive cultural references. This was seen recently and requires investigation.,taste and decency,5
773,I wish to complain about a Technology advertisement that false scarcity tactics. This was seen recently and requires investigation.,misleading,1
774,I wish to complain about a Sports & Fitness advertisement that exploitation of vulnerable groups. This was seen recently and requires investigation.,social responsibility,2
775,I wish to complain about a Travel advertisement that excessive frequency in residential areas. This was seen recently and requires investigation.,placement,3
776,I wish to complain about a Home & Garden advertisement that unverified testimonials. This was seen recently and requires investigation.,misleading,1
777,I wish to complain about a Healthcare advertisement that placement in children's content. This was seen recently and requires investigation.,placement,3
778,I wish to complain about a Fashion advertisement that promotion of unhealthy lifestyle choices. This was seen recently and requires investigation.,social responsibility,2
779,I wish to complain about a Entertainment advertisement that unrealistic expectations for children. This was seen recently and requires investigation.,children issues,4
780,I wish to complain about a Sports & Fitness advertisement that hidden terms and conditions. This was seen recently and requires investigation.,misleading,1
781,I wish to complain about a Automotive advertisement that inappropriate sexual content. This was seen recently and requires investigation.,taste and decency,5
782,I wish to complain about a Cosmetics advertisement that copyright infringement. This was seen recently and requires investigation.,other,0
783,I wish to complain about a Insurance advertisement that inappropriate product promotion to children. This was seen recently and requires investigation.,children issues,4
784,I wish to complain about a Sports & Fitness advertisement that promotion of unhealthy lifestyle choices. This was seen recently and requires investigation.,social responsibility,2
785,I wish to complain about a Automotive advertisement that inappropriate product promotion to children. This was seen recently and requires investigation.,children issues,4
786,I wish to complain about a Home & Garden advertisement that inappropriate targeting of minors. This was seen recently and requires investigation.,children issues,4
787,I wish to complain about a Social Media advertisement that pressure on parents through children. This was seen recently and requires investigation.,children issues,4
788,I wish to complain about a Home & Garden advertisement that false scarcity tactics. This was seen recently and requires investigation.,misleading,1
789,I wish to complain about a Social Media advertisement that offensive cultural references. This was seen recently and requires investigation.,taste and decency,5
790,I wish to complain about a Retail advertisement that excessive frequency in residential areas. This was seen recently and requires investigation.,placement,3
791,I wish to complain about a Real Estate advertisement that hidden terms and conditions. This was seen recently and requires investigation.,misleading,1
792,I wish to complain about a Real Estate advertisement that placement in children's content. This was seen recently and requires investigation.,placement,3
793,I wish to complain about a Cosmetics advertisement that technical implementation issues. This was seen recently and requires investigation.,other,0
794,I wish to complain about a Travel advertisement that inappropriate timing during sensitive content. This was seen recently and requires investigation.,placement,3
795,I wish to complain about a Healthcare advertisement that environmental irresponsibility. This was seen recently and requires investigation.,social responsibility,2
796,I wish to complain about a Travel advertisement that inappropriate use of serious issues. This was seen recently and requires investigation.,taste and decency,5
797,I wish to complain about a Technology advertisement that encouragement of excessive consumption. This was seen recently and requires investigation.,social responsibility,2
798,I wish to complain about a Telecommunications advertisement that inappropriate sexual content. This was seen recently and requires investigation.,taste and decency,5
799,I wish to complain about a Sports & Fitness advertisement that exaggerated performance claims. This was seen recently and requires investigation.,misleading,1
800,I wish to complain about a Education advertisement that inappropriate timing during sensitive content. This was seen recently and requires investigation.,placement,3
801,I wish to complain about a E-commerce advertisement that privacy concerns. This was seen recently and requires investigation.,other,0
802,I wish to complain about a Education advertisement that privacy concerns. This was seen recently and requires investigation.,other,0
803,I wish to complain about a Education advertisement that exaggerated performance claims. This was seen recently and requires investigation.,misleading,1
804,I wish to complain about a Electronics advertisement that exploitation of children's inexperience. This was seen recently and requires investigation.,children issues,4
805,I wish to complain about a Financial Services advertisement that false environmental claims. This was seen recently and requires investigation.,misleading,1
806,I wish to complain about a Automotive advertisement that unsubstantiated health claims. This was seen recently and requires investigation.,misleading,1
807,I wish to complain about a Healthcare advertisement that exploitation of children's inexperience. This was seen recently and requires investigation.,children issues,4
808,I wish to complain about a Insurance advertisement that promotion of unhealthy lifestyle choices. This was seen recently and requires investigation.,social responsibility,2
809,I wish to complain about a Electronics advertisement that inappropriate targeting of minors. This was seen recently and requires investigation.,children issues,4
810,I wish to complain about a Insurance advertisement that pressure on parents through children. This was seen recently and requires investigation.,children issues,4
811,I wish to complain about a Real Estate advertisement that normalization of dangerous behavior. This was seen recently and requires investigation.,social responsibility,2
812,I wish to complain about a E-commerce advertisement that exploitation of children's inexperience. This was seen recently and requires investigation.,children issues,4
813,I wish to complain about a Cosmetics advertisement that harmful gender stereotypes. This was seen recently and requires investigation.,taste and decency,5
814,I wish to complain about a Technology advertisement that inappropriate timing during sensitive content. This was seen recently and requires investigation.,placement,3
815,I wish to complain about a Entertainment advertisement that unverified testimonials. This was seen recently and requires investigation.,misleading,1
816,I wish to complain about a Education advertisement that exploitation of children's inexperience. This was seen recently and requires investigation.,children issues,4
817,I wish to complain about a Automotive advertisement that privacy concerns. This was seen recently and requires investigation.,other,0
818,I wish to complain about a E-commerce advertisement that placement in children's content. This was seen recently and requires investigation.,placement,3
819,I wish to complain about a Social Media advertisement that inappropriate sexual content. This was seen recently and requires investigation.,taste and decency,5
820,I wish to complain about a Travel advertisement that accessibility concerns. This was seen recently and requires investigation.,other,0
821,I wish to complain about a Electronics advertisement that inappropriate positioning near schools. This was seen recently and requires investigation.,placement,3
822,I wish to complain about a Healthcare advertisement that excessive frequency in residential areas. This was seen recently and requires investigation.,placement,3
823,I wish to complain about a FMCG advertisement that placement in children's content. This was seen recently and requires investigation.,placement,3
824,I wish to complain about a Technology advertisement that distressing imagery. This was seen recently and requires investigation.,taste and decency,5
825,I wish to complain about a Education advertisement that offensive cultural references. This was seen recently and requires investigation.,taste and decency,5
826,I wish to complain about a E-commerce advertisement that hidden terms and conditions. This was seen recently and requires investigation.,misleading,1
827,I wish to complain about a Entertainment advertisement that inappropriate timing during sensitive content. This was seen recently and requires investigation.,placement,3
828,I wish to complain about a Healthcare advertisement that sound level issues. This was seen recently and requires investigation.,other,0
829,I wish to complain about a Technology advertisement that privacy concerns. This was seen recently and requires investigation.,other,0
830,I wish to complain about a Food & Beverage advertisement that encouragement of gambling behavior. This was seen recently and requires investigation.,social responsibility,2
831,I wish to complain about a Healthcare advertisement that intrusive public space advertising. This was seen recently and requires investigation.,placement,3
832,I wish to complain about a Travel advertisement that inappropriate sexual content. This was seen recently and requires investigation.,taste and decency,5
833,I wish to complain about a Home & Garden advertisement that placement in children's content. This was seen recently and requires investigation.,placement,3
834,I wish to complain about a Retail advertisement that misleading qualification or certification claims. This was seen recently and requires investigation.,misleading,1
